userAddress,total_amount
0x05dc467b8173a6c4e8fb222df4e6b3a80b9d1673,3056397012958513107
0x05de7185d0a89c40ef6a4b684296debfd2e7bd0d,135501920358271874
0x05e2317ab277ad48d28ab0a4f567b7cc74672814,1343627560925704
0x05efe3fe9eebd2d56759b52f6e9c2e4ff5c43c64,70000000000000000
0x060253f772bb050ad5439e5c980356df02cf0725,101079692275647619
0x060dfc86704ea188af21d4e318ec6c92d920dcb0,1395711044532538
0x060f6529e7da2d0d95bd5626b0084069659fad07,1590709678686557071
0x06355362cd8ab65f6349535d0aac83dd911c3d54,1769223127897353
0x063ade6239e167209c393de5a2eaaed413dff38b,1000000000000000
0x064520f3e2ee0334167ca96cdb8c63dcabd78516,60536531433641312
0x065bcd151873f18be3550720ae731f7c271ee4f1,678104906751379
0x066358cccc307cabcd1fb808d1ce759c481e46c4,197998580977310
0x0663f73e810c8088c7de36c9c3f91facafa2efb0,15107842969525210
0x0675b8ffdf2406451fadaedf66cf6c2f1ec5cdb5,3323278421938075836
0x067ba58e62ebb5fdbff2545fb76dae98992c2b46,2875114568297119
0x067f16eefb7f44a337177f7cb0d658233111a720,1329317584497462
0x068d4e960382d8464938971e558819f2f83fb55f,27244242689589431
0x0690adc3dea3dd819064c60f9eecc22e60991f2c,6884069375572683
0x0690c81adf13e743ef8e53c0b98b30464e59d8a5,113498746111749858
0x06aae67461e8c3cc3ea1b883473598eb4ee1a6cd,8420958560335734148
0x06b5713d5ab124ce51b1a5475baf6bc7103564f9,66223040416876610
0x06b58a6711983515181262fd0d943f73fcb767d3,6816045420874069
0x06bb0c0436c0d57e47388335547c572c2aa57141,1834636383707242343
0x06c7ade21a6bb4d7c0abba35318a6d533cdac30d,581442720663260
0x06da2826dfa8d4473dd2a87dd28fd186c81b0073,193958161625735765
0x06e3e1b6607ad34b7cc6fd7826eec0ff1592fc79,689541774083315
0x06e8b44333c32df7560490d3e2bfc55e14636372,907413136766871629
0x06f3252cd39287361613d0021292ce7bc0434cbd,138319356959786132
0x06f5581bedefe4e8d9b7c680fc3cc7ce41bfc8e9,241415436929755293
0x072155dbef6fca96e8a66c07228d1fb974997901,121209476027054836
0x0737467164f8bb1ef64f006612edb6035aea6efb,126608861391165091
0x0737bed173ed9679b6e75e368dc7f9bf201ca516,12216751267750064
0x073d730f61c7a8404bf224ed3c067fbd2b45353a,1045041413978460380
0x074968aa36dd017ab2f567dc4487bd91f92bb752,2327093487430212194
0x074bbfa6932cdc3db0e4fcadc64f0d600ec9458f,1800000000000000
0x07580b5d11992095279ecbf1bba72335c2ea2372,1097614401389152539
0x075efe62888d2e48effa4a39ff3b590b83f074fd,1359772869339278529
0x0769c5d106fffb68421c59b04845d7857afda15a,78804200747747716
0x0772380c71eee18d2c07014a35b2be943090ebf1,565839141558166940
0x07737aba415bd610700663b633c4babb827f38aa,214110259557655108
0x0773c5f08b3e42aeff42c771a7a20236abb78f47,8393277457161
0x07e73911366c4e7e409b13be9a31404346a49448,36934918467131328
0x08021b516ef3192a8e4ecf4a85d1c86a35de4a1a,27536277502290734
0x08035eeef09a566088b4f33c4d057eb533fb5550,106775645565503642
0x081da37359eda4f3d14afe0c399ddef974aa9dcf,10627091082215454
0x0824a90247c246a0cba7cf72277c07b8b8202d65,384307641199231246
0x0851dae86b9504adb9aca6bb7031e178d0236faf,4089101905220123
0x08722954139f44a9a48a921e462c71d4cff3c74b,117257457985
0x08873fbb99c9b028861505d2b480dcc62856fc76,1000000000000000
0x0888a60957b55e4c23e66852a0d17290e7ced7e1,34695986726864866
0x08a9439250e73aeef1190c6deb1be78f9e497269,10001904621804
0x08b3cd07d27cfd5057d6bf5f64df16afa912e703,79855204756643130
0x08cd264d7f4b214f58b03324283ad34935708cf4,43553393779262920
0x0900686ebe858823f03dce4b9b2d410b416d2509,4683714350519956
0x090ff38fa50f8768da07567725f4d6cc6403695c,453315857345116125
0x091223b2a94a9be9cb6862a09d283888382b4ef9,99845334563049393
0x091a53446383ac947d83dff4ddedb57c1d1f81c9,20000000000000000
0x092ae998c37682c335adabdb95e72c7023a0da62,161318146707719
0x092e0a5459d3f22745bef1f069a3a4fc266064d8,313026452977272423
0x0932ab263a62eb0373a044cde2f03a703e61460c,296383941759974
0x09623be5bf1616ccf2d9136df071a99247702884,838674561642049752
0x0988aa488ea1979ac964d53f4bad04861881b04e,2534950294117181
0x09939b6ae30311c7826fd13b19556ac77b86ffc4,613170250975764459
0x09a30ec7cb44306d8e55f411ea2007216a5fae27,115914153983512004
0x09ad31043b0b939576d5206b064ca1807c4160fd,2739308605820571
0x09b43a8fdadddade8e75c18a20a6fc0dbe4a1f68,2447769118747382298
0x09be9ab0eb61327d26904bae69efdc6633d5eec8,10817715214163536171
0x09c6232d54b51841a202d76f76fa679df53a3b3e,4958716497490222392
0x09c8668c3736ef596d53ee6ac76c4232c8ebaedc,13043251718173814
0x09cf50574504d9dcf127e848a6058e8e0bb814aa,74576697264350994015
0x09e751ebd7e0bc9e3711849bbe2c429a026a411e,480000000000000000
0x0a0cf8b98e824b8774be9f5a9306348e685ef928,35000000000000000000
0x0a1cb16f5eb36b766d7d4821d56c17c8cd57fad5,119984273901910179
0x0a1e35a97b4d2e483ecdd6831ad88e3b6b14b701,3845412627654
0x0a1e63efa0536c489c8eaf6e399c8311c1bfddf4,586192252934111
0x0a1eeff6c67398c0878ac4ec012b9a243afa879e,610205497049601274
0x0a2c63579afb5cae647df3225d2acd9034c1ae15,1136489337626098
0x0a3043f9d2b1c6ccfc492eb59af5156f378c57bd,7631691548146045111
0x0a36ead32d86f742f8eb1dfabe760318b2d76dd8,37325036900362462
0x0a3a1ec7cf57cb920c66b4b4e7956a0bd0234cbd,17240815414019180
0x0a3e288091669568dd4691af02e58e28ef8e39e2,126250000000000000
0x0a407511e51aa214d573649fa3e7437fdc87d113,2562854243821074
0x0a76ce3ffa3a674298fcdb23b8858691a96bae03,1002136162589121705
0x0a7a5da759ec1af38b01d137740f6a251b9b8652,1096292600000000000
0x0a7ce79256d65cd0ccff717f8e40c7db881dc4d5,3518261703086656
0x0a8548ef7bcf4009e72469f3df9d2492c8d67fc0,20150000000000000
0x0a8a3adc48c19ef83e602ac578da4378682ca3e6,120327845157936
0x0abe81b56f49b2f9031e753bd666f2931303f6e9,2151000113004961
0x0acc0744f7ab6a2ca51d89c073d887870fce032f,18485548121843293
0x0ad86d808e0073d6ad52492bdb9d062587659d10,173480178848405598
0x0aec243f82ffd017666f6ffdf9fa81daf2546fb4,3297580390273789674
0x0aecb90c68d456049fc837aea69bece78d69a801,100174561176346974
0x0b0439d955e719f8aa33b6b75fba06c782c3657a,332642199866786
0x0b1a89664970ebeb16d6a1a039017049eea45a20,3202404543784656733
0x0b47f03c06cf26de2473324cdaba79223bf9a971,3082685747129140
0x0b4ae6dd12818946b25b6cfdbc9aedd40410f684,1590030896184476440
0x0b747c53d283d74f54263aa3529847a307b0b06c,1003944911930153867
0x0b75b9e8ca93aa5d05c832dd4809d72d8ed4125d,4162046840333730623
0x0b8243f94f237bfc47cc9b64e050804ca0f76f1c,13787686524363264
0x0b9d6b5b9013943985e16ee9938ae2beaf73ce3a,867906432120776749
0x0baca9a298e8b0d683602417bd3b37274e4bdd79,2473602193227892239
0x0bafed0fe7fb5effb8e751d6ad93786f4d95024b,1078133811619553
0x0bc24e18292869cdc58a243a5554b31a88eebd6e,69789820475574957
0x0bcad5f4414addf2b030b414d42ed3b9f3ab22a1,1021619888031031
0x0bda046968c97347c6154f59013f059ca88bb03a,21605403772162363081
0x0c0313dd1df6b171ea9a8df3f95102bb54faba57,1730723079213504327
0x0c06f6a89a5f985facbfe0eb52b352f67ad2e57f,3300000000000000
0x0c093ef6b99554c9fe2dbd2faee75da4584b75cc,381170654797283046
0x0c0bc50b173c5d1dfad2fbf1ccbb920ddc593a1d,4115860539912484692
0x0c0d60fbb545fe827a781dd128a8bd3c7ef9efc8,6859000000000
0x0c13317b02fcd71dd2f3623b42cebe063edacb76,100000000000000
0x0c1e17749bb398e9c2c0c4a6c65f405ef05f4ccd,23361804245378406
0x0c1f3632130c21811e6c8af5e0423be235902db4,65752808000117383
0x0c39296c0bf6d92c3bf878a2393c378611122bcb,18438236835367601
0x0c5d5856302f93ec25e1e4ca6d0c6c873b24427e,712400000000000
0x0c82e08b1b4e62033d2ac3010eb774b30788b8ff,5469592597029192
0x0ca6b4c77cb4fa9350b6cb828763e8fdf7716395,624871820384202
0x0ca78ed9f48dfc2dbbff9e1d55227e52359776f0,54384148067024200
0x0cb5d3dc004b0c9e14d13ed9cc94c2fd219223cb,239602733970481708
0x0cb63719d7fbb807f82423ca42cc3506a5aedc10,11068477053860574
0x0cc9cce65010ab59d233e3552ba93b776e591999,200000000000000000
0x0cdb6423b6c34f1410573e703ed4494bbaf6949a,13397022701549869
0x0cdd362d432aa7d053bd79973d951b8ac7b52681,48788352647890286
0x0cddebe6726f9684d982b7a4b325dd784b469d93,409164996809081857
0x0d1ce32357bb10ab80e5651417a16b2ce470ebd8,427450501463801
0x0d20bb9fee6cc02b94e118811aabea6100ad6e5f,2157835176087203095
0x0d2d3c94aad18a8e059dbc7d70cfb9dca73b496a,51671910435609078
0x0d3015631c1e642e8eb35b5a0efcea24a7685603,8024072631510265
0x0d3a5fe8f78472648a6429c665119e6a8b80ffef,300000000000000
0x0d3ff5973b2f3bb3ad317f1c8afc364d35faeb57,2323524470906098278
0x0d421b61b42433876cde49d84f46757d4a633199,72515841686982977
0x0d4d817204b9dca00744cd9c186f552e16bc7bff,7021750763084137
0x0d60165e4f253287782366eb0872a7081c45338e,1496118634173
0x0d60b347e261aba45da50e8eed8bcb8cdb59d517,21853714845319553
0x0d62083487af66153f7bf53a9355b1ba5b3a16f5,400000000000000
0x0d6742a951f7778fc136e1794d748448b27064ea,5000000000000000
0x0d6b084e52eb6f7a6f2bd9349a0dd3f044beaa3a,14
0x0d72aefc74989126fa4b740236e9aab7e8a0e743,58988763564447524
0x0d76d1be7c54c5d41d7d4b126b20f0d82aba2636,1747447716800340
0x0d7ee099c445e283c3177d0ed70613791fd2f5a2,24474868612
0x0d81c5f52108701e4265459f594d6c3845053aad,179887148100192242
0x0d884e8538c6ccf5791806a4d744b281461163d6,19984152260683014
0x0d9e1e0c1a9ae4f22d7a8ccf1dc7e6f71c2dc26b,85159374353136530
0x0dc74cabcfb00ab5fdeef60088685a71fef97003,2970138560776472
0x0dc9f59955d80ff36528dbbe378f5060bb8b348d,1420125325950183898
0x0ddcc25643a9a64dd11de410de61a9d789387985,2473314512220
0x0df0c848737cc21fe20f98aff375c1194602d464,3060949866527050521
0x0df1cbd74b191aab67a0c4f1f3c2047eb251fe41,6747571646921
0x0dfce6e703959cf2714970ee2bcbe8f6ac2f4511,890715952189771
0x0e048e4173774ac61d593b3f82bc713118769ee7,8950321051252957521
0x0e07d202984a878333da0546a45b4fe0bee95960,900073634409912733
0x0e2007bc2d63723d35b34380ec262e37c14dd38c,105862800490350550
0x0e2dfee32eb125bac91d2f2ddb7c159c8b071691,5418826355420
0x0e38a89ffb02f5d3186270774a04c3f8bda3bdf5,17097957705505652
0x0e39591e7215753bf2b5fd226d244893bd71eb09,52374534640099020
0x0e48f8dfe82997de5618738c4d79b7a873bfd2ed,4130258509098219
0x0e5fb95c84f02d044477261951a253dc36501e8f,9570784671478540
0x0e6a0bda2a79dda1113aa24b7c5ce31fbdc0fa59,511342802765391326
0x0e6c677d8a38bf7133fa79d961d800171c26bb45,240696737509417057
0x0e760b935f6ab5d30947c99ab5f86e33b86ab393,144248790889842881
0x0e7c381a918afa44276fe1b513cb1767046e05c4,499097360564020027
0x0e7c7e47e1972797f6e282d9145ce18d4be8a47b,16887661597151200
0x0e8a6979d9c85b04f3c8d303d790501415761001,214455237650120384
0x0e8abb305da9a8d9115e8ea09052a6817a469130,131306260746267
0x0e8dc92d70925cbed566de17e3368c71515d4440,435096254573764288
0x0e955494a2936501793119ffb66f901ca2b11aac,199333144661259847
0x0e969f847f8f2dff9f6892fe834be92a1cc96f7a,5000000000000000
0x0e9b063789909565ceda1fba162474405a151e66,99510032902478930
0x0e9e19e7489e5f13a0940b3b6fcb84b25dc68177,681653796370870283
0x0e9e8fd17b0d4ecc931c1380f7231be76f80ae4b,275671381829250583560
0x0ea01228dea7d3e04811cf0ce05fb219773d72ca,36825880283302783
0x0ea476e01cda5059c0e3d15420530c36b766f615,46536308978871341
0x0eaa96da935e6e68485fa4cd63052f63a446176b,589300000000000
0x0eb2b032e8cc890080d4a43776b8deef277ac1f1,41050320430060152
0x0ebba24f34265734d6a1c1465a19b092556d39c8,12074042804862968252
0x0ec5e6656f15851072f67eeaee50fcf76174cd07,140798180626227898
0x0ecd341cbcb8ae2b6f61d497242e4ad51b64183b,1019609333168707816
0x0ee02e143712c62be1b119bedb5e4e842afbf64e,3820064975596344
0x0eedf72e23a4a7e7865273adcd0eeeebc262ffc3,75991213165145094
0x0ef004c406374cda5115422a218c45f4b22cf290,190098101117429863
0x0eff333247616dc039c6ee62da76ac2646af8ca8,16528570863245338
0x0f1e565d34a51b44090109df6eb6e5b2343869a6,423964564659128
0x0f2cd0c6474594b2d3830e1076f40d6828641a0f,868
0x0f2f90aa248c8960db7a5e13a52f3769bc4accca,50000000000000000
0x0f3563d5a39f6add7e60630bd14f9d8ded0cdc5e,937740017804903299
0x0f481dca44dabea940ce60826140c0bbd69bc18d,749400561600780
0x0f56808073141eea2d13e09f0ad1817df51feec1,1000000000000000
0x0f6f3b227f0ef50f5cb212879cf457e2429286fd,594861605252308
0x0f7c548c3c100e1ad6a1f092d95884cc4dcef4bb,11916455294717011
0x0f98da646ce8762fc1ac48977cf40aa1084aca99,4308738922006836
0x0fac4efa9fb13445fe1df54213602db311688516,1881533597805599660
0x0fb04d3502e4b8362ea700ff28300afd7084eb74,1628550422519262
0x0fb1e9d87baddd120a8c0c45767e46fce43f7c50,52196383543587997
0x0fd32448db6af8e18a1d5bf49a3304d3f2939789,282337551876764577
0x0fd41963ccb8fe664ce3a25b495fe7b018148bb3,1450135673996790
0x0fe277f248dd41b93825453b5f97e24e2d392d88,2172328713237586
0x0fe306032fc87b2c1eaa5ae5e8144526d3a14166,44485699608403591
0x0ff38ff68194827dcea20772692ee762e01b7abf,729161188
0x0ffd1dc2e313a3f10ac9e1b0916bb3752f400091,1053084627730542280
0x10029869abcebfac65f911732ba0662d9cc69b63,49006626467823735
0x1002f4b2a88806c1245c943e8020a42a7ce41698,1712035348728274328
0x1024256f35e16f84d0e407639331b6e426a71f51,2000000000000000
0x1033252591c2e64cfdc6666ccb3da27e159948bf,712664205549708
0x103b73cabfbd85c5461b532267401998a27f5b3b,263065944602562585
0x103cb487913eaf7f4383861cd8c726cca9e93417,1623247428376926
0x103f7da7f372b815b0bd6341a4a0b75449b75479,11126175114922421
0x10472fea972d9dde0c7ef98bd81209a4e4d13277,247139426626629681
0x1049c923ff19fa5088d2466f942a1daa79d03d85,71938218035560189
0x105c9731bed2cdb23c4a007bf9d9048998981d69,1467116376854455829
0x105e3bc0fa6ea03f412661c12c8748cf49c520eb,1300000000000000
0x106cf9800e1a7a1eec7f4c10bde50a360d2c6283,711481868655546894
0x1073d434705cac6cfc0260aeb2fdc57025e200f1,1222018219427710527
0x108c7d4dee30238f52f10d35cb3e18acbc0c7abe,868523752288320818
0x10988ff4d56cb02f376a307c438ec5f2b10c47cf,191487932862272953
0x10c3ee22369ac42cb380c0db58681f893686dc00,111120035013727555
0x10d0739e251f5c212312d023c9fcfe0fdcafca23,1026812328793736715
0x10fddffce9af365c53d4da8e069308de8c48cd46,333008459912373
0x11057165a115a5ef406cd385010e7fe7fc635e89,8913091377405271
0x111fbf7b389e024d09f35fb091d7d4479b321b0a,530733456840877339
0x112773f9e3ece0104cfec5e0a46b883aa04af8fe,73495371050712603
0x1137ed3afd54e1c0a274fe5a1de98d71e77b9dda,502912173404764579
0x116a45d9cd43c16d3835d09c735a69befd447866,2935778155955847955
0x1179b5f8f9310c9b085a001bf35ff0f649588868,465660584195764
0x1188b2bd205af44de8a08cbb0b2f0ca34bafc27b,236889747924193873
0x11910486399166114054d8af0809b21a8c56340b,3765526077356388
0x11aaa71f4bb98c8e6b6f1a5a5e7b54cba71a148b,12000000000000
0x11b1785d9ac81480c03210e89f1508c8c115888e,21342804048356265
0x11b82a90b3ba3ae5c7d430980ca10e8ce208c1c3,11173972226788186795
0x11b958700c621ca184c519607f5c90c8492b6c72,29257008435836964
0x11ee932093d24a340fb51959341081d99dbfac8e,740575377993963197
0x12095ade37c87c738aab56fd632d3a10fa762699,2098416206326033268
0x1218f76ea1ae239edaf57aabad32dbd340fc8599,17840235877075869
0x122f186c3fd1f8d218b8bf33711945e4f3fbeddf,129726848907381
0x12402641d0435afc288389e83d87c7486b35c888,109146227164850265
0x12457e659d4d5ac0b5fd9736dbfc51b224369f9d,118181392206973
0x1249cda35fd0804e5e661ec3f2e5a91ba686f819,2937140172335284
0x12603cb9af134ae6064ebea1107e4520280035a6,92982824849391
0x126c25759505cfe1f862ddcadfe9d0ed75b521af,4778722836082816
0x1277255b8e274c8a753eea277aa62115baed21eb,800000000069599
0x12799a98421fcd63cc7c2f23f3f34a0228e8db51,6500000000000000000
0x127e36c12b7a68a685fec27f752d82b4171e57ae,3091902077578076851
0x127e95da781c0b04ec522574abd0a758481d088f,3432768039845732403
0x128e05b6fe2f51707f59014d2a12ed347291cd28,19205447908537875
0x128e50f8a4f1d9a53a7a0201243fcb72e6161bce,415289213603842252
0x128fb92985da95a9687d283338002cfd6ddc60fe,10233515309186900
0x12b2946224aa50cc88cd026b9bdc19631a96564e,116346680239518113
0x12bec274578060e2e2701f1ec7dc3b7576e50cac,787999384349612
0x12c55d1a8441226412002cc82c81f0933326e8cf,65796894835424463
0x12c58f57177b8d5832f60cfa690770c19ac9da19,880765764956317765
0x12ca8abcc1539b335de05f15dab3077f118cbf74,1055372301422248
0x12d2f687fe9bfb808ec9f53f50021bb98e6396a0,6996875743246061628
0x12dd72ec780d7cdd9a805106bd0afddbc0fe9968,39318882914901389
0x12f787d5833b8b65f9637a5d4bbb163b7db531e1,6409482630736778
0x12f8d382867afdc95000203bb29e63cb9f926ff3,7459509305639114
0x12fc559c291ab96b9ef6e0282f3877eef5a628b5,56125968157415389
0x130f6962a9f03521d27fb18ae81704936ec493c1,1053344688383912209
0x13223de9ae03c63db30dc0092e785669ee827385,57087159545398417
0x1336f0cbcd2b67a788ec1ef6a37f7e1c2dcc47e1,4565760473747262
0x133d20c739f76236eebace7bf5bfa751bff15a9f,14584846354213501
0x133d93566f9699b3af46fe150daa8a67a9563ed6,431117055123912811695
0x1341df844780b66af4ccc98ae0f34be87eabe1d5,1901074886663679
0x1342a3ce6a22d1c023ef989973fa003fff444926,30035609571864732
0x136a08342bba488ba8b47c44449eb3a0bc77989c,27363401276
0x136f76eefd8035221400f5d120fe136c7a18f1d1,165250696906467891
0x1371ec86d56e21136f6650685713cbfd12910172,1982407122257802
0x13758fdcaa89813a54f65fe8ccbc65cdd0a34d2b,68127886693549
0x138a87c80d1659aee5e729221ca4872f51b2937d,30252784434445501
0x1399fa0e28fe5c7f2b67464be0e4a99738c8fddc,112290139747744401
0x139b3f8938d2c57730b6d654178a7159d0dbc8e8,52387234878242035
0x13a887de1ead947607b355d8f00a808b6d28cacd,362076582478220
0x13b5c89b6d22b82182c24c2d968dfc3f2535c3e9,20256687234186340916
0x13c09a17515bca49a4758b0968d457992349950f,686982490454293970
0x13d1df7cbca9b818f7ccf1e5c73a6cc5daa04142,9869141845925288
